,user,gender,height,weight,item,size,star,content,size_eval,bright_eval,color_eval,thick_eval
309,LV 4 Jsjs33,남성, 178cm, 65kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,5,핏이 좋습니다. 색감도 좋구요 가격도 괜찮은 것 같네요,보통이에요,어두워요,선명해요,보통이에요
310,LV 3 뉴비_ff4deb09,남성, 171cm, 73kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],34,5,사이즈도 딱 좋고 허벅지가 굵은 분들은꼭 하나 있으면 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
311,LV 3 Libertine,남성, 176cm, 72kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,5,떨어지는 라인이 아주 샤프합니다~ 국밥템이라 한개 더 사야할듯 :),보통이에요,보통이에요,보통이에요,보통이에요
312,LV 3 이나스요,남성, 173cm, 65kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,5,셋업으로도 굿! 데일리로도 입기 좋아요 재질이 진짜 짱 좋음!,보통이에요,보통이에요,선명해요,보통이에요
313,LV 5 돼보,남성, 171cm, 80kg,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],34,5,평소 32입어서 32맞겠지하고 시켰는데왠걸 너무 꽉껴서 겨우 들어가는정도여서 바로 두사이즈 업으로 교환했습니다. 교환이 너무 오래걸렸긴했지만소재 사이즈 모두 만족합니다 무탠다드 짱,작아요,보통이에요,보통이에요,보통이에요
314,LV 4 최감독이,남성, 173cm, 72kg,테이퍼드 히든 밴딩 크롭 슬랙스 [그레이],31,5,무신사 스탠다드는 그냥 무난하게 하나씩은 들고 있는게 좋아요~~~,보통이에요,보통이에요,보통이에요,보통이에요
315,LV 4 뉴비_7accf6611271,남성, 168cm, 65kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],33,5,편하고 재질도 좋고 마음에 들어요 출근할때 자주 입음,보통이에요,보통이에요,보통이에요,보통이에요
316,LV 8 엄지플립4축하,남성, 175cm, 75kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,5,회사갈때나 평소에잘입음세일해서좋음1~2년에한번씩 삼,보통이에요,보통이에요,보통이에요,보통이에요
317,LV 3 디피케,남성, 165cm, 65kg,테이퍼드 히든 밴딩 크롭 슬랙스 [차콜 그레이],30,5,기본 슬랙스 픽하는 템소재좋고 재질도좋고편하게 입기좋은 기본템,보통이에요,보통이에요,보통이에요,보통이에요
318,LV 3 디피케,남성, 165cm, 65kg,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],31,5,짱짱한 소재에 재질도 좋고데일리로 꾸안꾸 입기좋은 기본템강추,보통이에요,보통이에요,보통이에요,보통이에요
319,LV 3 디피케,남성, 165cm, 65kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],31,5,핏감 좋아요 재질도 좋고데일리로 꾸안꾸 입기좋은 기본템추천합니당 ㅎㅎ,보통이에요,보통이에요,보통이에요,보통이에요
320,LV 6 악부,남성, 185cm, 81kg,테이퍼드 히든 밴딩 크롭 슬랙스 [차콜 그레이],34,5,무탠다드 슬랙스는 믿고 구매해요 셋업정장이 필요해서 불레이저랑 같이 주문했는데 찰떡이에요 색감도 제가 딱 원하던 색상이고 핏감도 잘 맞게 떨어져요 잘입을게요,보통이에요,보통이에요,보통이에요,보통이에요
321,LV 5 ㅇㅇㄲㅃ,남성, 168cm, 60kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],27,5,편하고 옷도 이쁘고 너무 좋습니다.  살이 쪘는지 작아졌네요.,작아요,보통이에요,보통이에요,보통이에요
322,LV 3 서스타7,남성, 175cm, 75kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],33,5,매번 사는 슬랙스. 여름이에는 덥위 못입지만 가을부터 열심히 입어야쥬,보통이에요,보통이에요,보통이에요,보통이에요
323,LV 5 마늘통닭,남성, 168cm, 68kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],29,5,168에 68인데 사이즈딱좋습니다 핏도 예술이에요,보통이에요,보통이에요,보통이에요,보통이에요
324,LV 5 뉴비_316c9942,남성, 184cm, 94kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],38,5,가격대비 최상의 상품입니다.디자인도 이쁘고 핏도 이뻐요,보통이에요,보통이에요,보통이에요,보통이에요
325,LV 4 태라2,남성, 174cm, 58kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],27,5,무탠다드 슬렉스 가성비 좋게 입기 좋아용~ 색감도 이쁘네요,보통이에요,보통이에요,보통이에요,보통이에요
326,LV 6 ArsenQ7,남성, 172cm, 60kg,테이퍼드 히든 밴딩 크롭 슬랙스 [머스터드],28,5,아 ㅋ.ㅋ.ㅋ.ㅋ 어려운 컬러여도 테이퍼드 핏인줄 알고 샀는데 끼니끼니진이네요ㅎㅎ^ 허리 28인데 허벅지 30이라 스키니핏 못 입는데 바아로 장롱행 ㅂㅂ,보통이에요,보통이에요,보통이에요,보통이에요
327,LV 4 냥냥한냥냥,남성, 170cm, 70kg,테이퍼드 히든 밴딩 크롭 슬랙스 [브라운],33,5,다가오는 가을을 맞이하여 기본 아이템을 충족시키기 위해 구매했어요. 가성비 좋음. 너무 좋다.,보통이에요,보통이에요,보통이에요,보통이에요
328,LV 3 베커엄,남성, 187cm, 80kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,5,33살껄 그랬네요 허벅지 쪽이 조금 얇게 나온거같아요,보통이에요,보통이에요,보통이에요,보통이에요
329,LV 3 한대피플,남성, 173cm, 68kg,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 베이지],30,5,핏도 저한테 찰떡이구 색감도 이쁘구 다른것도 사력구요,보통이에요,보통이에요,보통이에요,보통이에요
330,LV 3 뉴비_ff4deb09,남성, 171cm, 73kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],34,5,다른 옷이랑 입기 좋아요그리고 너무 편해서 입기 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
331,LV 4 깡찬18,남성, 174cm, 75kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],33,5,너무 만족스럽습니다. 가볍게 자주 입을 수 있을 것 같아요,작아요,보통이에요,보통이에요,보통이에요
332,LV 4 동원참취,남성, 172cm, 78kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],34,5,색이아주이쁘고핏도너무마음에듭니다 역시무탠다드,보통이에요,보통이에요,보통이에요,보통이에요
333,LV 5 좋은날ㅆ,남성, 170cm, 62kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,5,잘 입고있어요사이즈나 핏 변동 없으면 평생입고 싶은 슬랙스,보통이에요,보통이에요,보통이에요,보통이에요
334,LV 5 뉴비_316c9942,남성, 184cm, 94kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],38,5,한사이즈 업해서 주문하니 딱 좋네요대신 허리는 커서 허리띠는 필수입니다,보통이에요,보통이에요,보통이에요,보통이에요
335,LV 5 뉴비_316c9942,남성, 184cm, 94kg,테이퍼드 히든 밴딩 크롭 슬랙스 [화이트],38,5,한사이즈 업해서 주문하니 딱 좋네요대신 허리는 커서 허리띠는 필수입니다,보통이에요,보통이에요,보통이에요,보통이에요
336,LV 6 BLUE_BLUW,남성, 173cm, 67kg,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],30,5,"손가락 미끄러지면서~ 결제하기! 고민할 거 없이 그냥 결제했어요. 가성비, 가심비 둘 다 챙겨갈게요~ 감사합니다! ",보통이에요,보통이에요,보통이에요,보통이에요
337,LV 3 영재입니다.,남성, 174cm, 70kg,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],32,5,청바지는 31을해도 커서 걱정이었는데 32하니까 사이즈 딱좋네요.,보통이에요,보통이에요,보통이에요,보통이에요
338,LV 6 Cwjcwj,남성, 172cm, 67kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],31,5,원단도좋고편하고무엇보다도 활동범용성최고임다,보통이에요,보통이에요,보통이에요,보통이에요
339,LV 3 영재입니다.,남성, 174cm, 70kg,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 베이지],32,5,믿고사는 무탠다드. 너무만족해요. 사이즈 두께감 모든게 딱이에요,보통이에요,보통이에요,보통이에요,보통이에요
340,LV 3 토르삼촌,남성, 174cm, 73kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],33,5,허벅지랑 엉덩이 큰 편인데 불편하지 않고 딱 맞네요.,보통이에요,보통이에요,보통이에요,보통이에요
341,LV 5 비앙키이,남성, 168cm, 68kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],31,5,하벅지가 약간 끼는데 가성비가 너무 좋아서 만족합니다,작아요,보통이에요,보통이에요,보통이에요
342,LV 4 조쿠나조아0226,남성, 173cm, 70kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],31,5,가격 대비로 진짜 좋은 것 같습니다.앞으로도 계속 살 듯 합니다.,보통이에요,보통이에요,보통이에요,보통이에요
343,LV 5 푹쉬라,남성, 174cm, 77kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],32,5,색깔부터 핏까지 늘 만족스럽게 입고 있습니다. 번창하면 좋겠어요,보통이에요,보통이에요,보통이에요,보통이에요
344,LV 7 방실방실해,남성, 181cm, 72kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 브라운],32,5,핏이일단 너무좋고 사이즈가 딱맞아 맘에드네요,보통이에요,보통이에요,보통이에요,보통이에요
345,LV 5 규쟝,남성, 177cm, 78kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],32,5,핏이 이뻐요. 기장 수선 할 필요 없이 딱 이쁜 기장이네요,보통이에요,보통이에요,보통이에요,보통이에요
346,LV 3 디피케,남성, 165cm, 65kg,테이퍼드 히든 밴딩 크롭 슬랙스 [다크 그레이],31,5,아주편합니다타이트하지않게 좋네요소재도 좋고 마감도 좋아요 자주입게되요,보통이에요,보통이에요,보통이에요,보통이에요
347,LV 3 디피케,남성, 165cm, 65kg,테이퍼드 히든 밴딩 크롭 슬랙스 [화이트],31,5,편합니다 !~타이트하지않게 체형을 잘 잡아주네요소재도 좋고 마감도 괜찮은편입니다,보통이에요,보통이에요,보통이에요,보통이에요
348,LV 3 뉴비_17956e96bb71,남성, 175cm, 70kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,5,길이도마음에들고두께도마음에들어요다들사세요,보통이에요,보통이에요,보통이에요,보통이에요
349,LV 3 어쩌다 스물다섯,남성, 173cm, 67kg,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],30,5,색감도 좋고 셔츠랑 매치하면 댄디한 느낌 잘 살릴 수 있을거 같네요,보통이에요,보통이에요,선명해요,보통이에요
350,LV 3 토르삼촌,남성, 174cm, 73kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],33,5,허벅지랑 엉덩이 큰 편인데 불편하지 않고 딱 맞네요.,보통이에요,보통이에요,보통이에요,보통이에요
351,LV 5 비앙키이,남성, 168cm, 68kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],31,5,하벅지가 약간 끼는데 가성비가 너무 좋아서 만족합니다,작아요,보통이에요,보통이에요,보통이에요
352,LV 4 조쿠나조아0226,남성, 173cm, 70kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],31,5,가격 대비로 진짜 좋은 것 같습니다.앞으로도 계속 살 듯 합니다.,보통이에요,보통이에요,보통이에요,보통이에요
353,LV 5 푹쉬라,남성, 174cm, 77kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],32,5,색깔부터 핏까지 늘 만족스럽게 입고 있습니다. 번창하면 좋겠어요,보통이에요,보통이에요,보통이에요,보통이에요
354,LV 7 방실방실해,남성, 181cm, 72kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 브라운],32,5,핏이일단 너무좋고 사이즈가 딱맞아 맘에드네요,보통이에요,보통이에요,보통이에요,보통이에요
355,LV 5 규쟝,남성, 177cm, 78kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],32,5,핏이 이뻐요. 기장 수선 할 필요 없이 딱 이쁜 기장이네요,보통이에요,보통이에요,보통이에요,보통이에요
356,LV 3 디피케,남성, 165cm, 65kg,테이퍼드 히든 밴딩 크롭 슬랙스 [다크 그레이],31,5,아주편합니다타이트하지않게 좋네요소재도 좋고 마감도 좋아요 자주입게되요,보통이에요,보통이에요,보통이에요,보통이에요
357,LV 3 디피케,남성, 165cm, 65kg,테이퍼드 히든 밴딩 크롭 슬랙스 [화이트],31,5,편합니다 !~타이트하지않게 체형을 잘 잡아주네요소재도 좋고 마감도 괜찮은편입니다,보통이에요,보통이에요,보통이에요,보통이에요
358,LV 3 뉴비_17956e96bb71,남성, 175cm, 70kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,5,길이도마음에들고두께도마음에들어요다들사세요,보통이에요,보통이에요,보통이에요,보통이에요
359,LV 3 어쩌다 스물다섯,남성, 173cm, 67kg,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],30,5,색감도 좋고 셔츠랑 매치하면 댄디한 느낌 잘 살릴 수 있을거 같네요,보통이에요,보통이에요,선명해요,보통이에요
360,LV 5 리로렝,남성, 168cm, 72kg,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],36,5,수선비가 많이 들어가긴 했는데 그래도 이쁘네요! 잘 입겠습니당,보통이에요,보통이에요,보통이에요,보통이에요
361,LV 5 EIS23,남성, 177cm, 82kg,테이퍼드 히든 밴딩 크롭 슬랙스 [크림],36,5,아이보리 색감 좋고 가을에 입기 딱 좋을듯해요 사이즈 좋아요,보통이에요,보통이에요,보통이에요,두꺼워요
362,LV 5 EIS23,남성, 177cm, 82kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 브라운],36,5,34가 엉덩이부분이 작아서 36으로 업했어요 허리는 수선해야할듯하네요,보통이에요,보통이에요,보통이에요,두꺼워요
363,LV 3 나는야보겸,남성, 168cm, 56kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],28,5,핏 잘나오고 딱 좋아요 여름에 입기에는 좀 두꺼운거 같고 ,보통이에요,보통이에요,보통이에요,보통이에요
364,LV 3 1우기,남성, 174cm, 65kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],30,5,색상 길이 너무 마음에 듭니다블레이저랑 세트로 샀는데 딱입니다 강추,보통이에요,보통이에요,보통이에요,보통이에요
365,LV 2 눈빛준,여성, 158cm, 53kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],29,4,평소 입는 사이즈대로 29 주문했는데배쪽이 앉았을때 불편하네요 기장과 핏 맘에 들어요두께는 여름 제외하고 3계절 넉넉히입을수 있어요다만 뱃살이 있으신 분들은 한사이즈크게 사시길 추천합니다.,작아요,보통이에요,보통이에요,보통이에요
366,LV 3 마마마마마마,남성, 174cm, 67kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],32,5,옷이 너무 이쁘고 색깔도 좋고 편하게입기에 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
367,LV 3 뉴비_791ae8be,남성, 170cm, 60kg,테이퍼드 히든 밴딩 크롭 슬랙스 [베이지],32,5,무난하게 좋습니다. 굿. 색깔별로 사도 무난한듯함.,보통이에요,보통이에요,보통이에요,보통이에요
368,LV 5 구글몬느,남성, 177cm, 81kg,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],33,5,사이즈딱좋고 밴딩 너무좋고 색감이젤맘에듭니다,보통이에요,보통이에요,선명해요,보통이에요
369,LV 4 Maminu,남성, 173cm, 73kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],31,5,사이즈 진짜 딱맞고 길이도 딱맞고 가격오르기전에 잘샀어요,보통이에요,보통이에요,보통이에요,보통이에요
370,LV 3 뉴비_8d39d0ced10b,남성, 182cm, 73kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],32,5,지금 날씨에 딱 입기 좋은 정도입니다. 색감도 밝고 좋네요~,보통이에요,밝아요,선명해요,보통이에요
371,LV 5 박스줍는노인,남성, 170cm, 67kg,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 베이지],30,5,색도 너무 진하고 원하는 색상이었고 입었을때 살짝 작은 느낌이지만 핏감이 좋네요,작아요,보통이에요,보통이에요,보통이에요
372,LV 6 슈퍼정자,남성, 182cm, 80kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],34,5,예전 34보다 허리사이즈가 조금 커진거 같아요,보통이에요,보통이에요,보통이에요,보통이에요
373,LV 4 뉴비_5369d32a,남성, 175cm, 70kg,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],30,5,믿고사는 무신사 스탠다드 제품 받아보고 퀄리티가 너무 좋아서 놀랐어요! 핏도 딱 맞아떨어지고 자주 입을거 같아요,보통이에요,어두워요,선명해요,보통이에요
374,LV 3 한잔해윤,남성, 175cm, 90kg,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],38,5,가까이서보면 조금 인위적인거같은 재질감이 블랙제품보다 있긴한데 블랙보다 재밌어서 자주 입게됩니다,보통이에요,보통이에요,보통이에요,보통이에요
375,LV 3 1등하는그날까,남성, 170cm, 65kg,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],32,5,미디엄 그레이 어두운 계열하고 입기에 잘어울림,보통이에요,보통이에요,보통이에요,보통이에요
376,LV 4 김동준12345,남성, 170cm, 60kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],29,5,바지 핏이 ㅈㄹ 예뻐요 허리가 좀 헐렁한데 그거 빠곤 다 맞는듯,보통이에요,보통이에요,보통이에요,보통이에요
377,LV 3 1등하는그날까,남성, 170cm, 65kg,테이퍼드 히든 밴딩 크롭 슬랙스 [차콜 그레이],32,5,차콜 그레이 남자답게 주는 인상이 패션에 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
378,LV 3 1등하는그날까,남성, 170cm, 65kg,테이퍼드 히든 밴딩 크롭 슬랙스 [핑크 베이지],32,5,핑크 베이지 하나 색깔이쁘고 바지 편안해서 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
379,LV 7 옷사요11,남성, 177cm, 73kg,테이퍼드 히든 밴딩 크롭 슬랙스 [차콜 그레이],33,5,기본템으로 무탠다드 항상좋아요 가격대비 품질최상!!,보통이에요,보통이에요,보통이에요,보통이에요
380,LV 3 로버트스미스,남성, 172cm, 57kg,테이퍼드 히든 밴딩 크롭 슬랙스 [차콜 그레이],28,5,좀 타이트하게 사긴했는데 저한테는 괜찮은것같습니다,보통이에요,보통이에요,보통이에요,보통이에요
381,LV 4 positivemind,남성, 168cm, 58kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],28,5,이뻐요 그냥 검정티에 입어도 이쁨 자주 입을듯해요,보통이에요,보통이에요,보통이에요,보통이에요
382,LV 3 와우요우오,남성, 171cm, 67kg,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],31,5,정사이즈보다 1업했는데 딱좋아요슬림한 실루엣입니다,보통이에요,보통이에요,보통이에요,보통이에요
383,LV 4 뉴비_d56504ea,남성, 175cm, 68kg,테이퍼드 히든 밴딩 크롭 슬랙스 [네이비],31,5,기장살짝줄였고 핏감 너무예뻐요 역시무탠다드,보통이에요,보통이에요,보통이에요,보통이에요
384,LV 4 동동쓰스,남성, 168cm, 65kg,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 베이지],30,5,사이즈잘맞고색감예뻐서잘입을게요좋네요굿,보통이에요,보통이에요,보통이에요,보통이에요
385,LV 3 1등하는그날까,남성, 170cm, 65kg,테이퍼드 히든 밴딩 크롭 슬랙스 [다크 그레이],32,5,스타일 좀 꾸며보려고 슬랙스 찾다가 이거구매했는데 좋습니다,보통이에요,보통이에요,보통이에요,보통이에요
386,LV 3 1등하는그날까,남성, 170cm, 65kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,5,블랙 깔맞춤하려고 슬랙스 유명하다는 무탠다드 샀는데 좋네요,보통이에요,보통이에요,보통이에요,보통이에요
387,LV 3 웅이랑,남성, 170cm, 64kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],28,5,살짝 두께감있는 깔끔한 기본 슬랙스 이쁘게 잘 입겠습니다 :),보통이에요,보통이에요,보통이에요,두꺼워요
388,LV 7 aabbddc,남성, 180cm, 70kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],30,5,재질도 괜찮고 핏도 이쁘네요 배송도 빨라서 좋았어요 맘에 드네요,보통이에요,보통이에요,보통이에요,보통이에요
389,LV 3 허성재,남성, 182cm, 81kg,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],33,5,기장감 적당하고 블레이저랑 매치하기 좋습니다.,보통이에요,보통이에요,보통이에요,보통이에요
390,LV 5 매일이쁘게입자,남성, 165cm, 58kg,테이퍼드 히든 밴딩 크롭 슬랙스 [핑크 베이지],28,5,핑크 베이지라도 실제 색상은 다양하게 잘 어울릴듯 하고요 정말 저렴한 가격에 잘 샀네요~편안한 핏감 넘 좋고 그레이나 브라운 섞인 흰색 스니커즈류에 잘 어울릴듯해용~,보통이에요,보통이에요,선명해요,얇아요
391,LV 5 매일이쁘게입자,남성, 165cm, 58kg,테이퍼드 히든 밴딩 크롭 슬랙스 [브릭],28,5,진한 갈색이라고 보심 되고 실제 색상은 사진 보다 좀더밝은 밤색 느낌입니다~착용감 좋고 가성비 좋네요~~이쁘게 잘 입을게요,보통이에요,어두워요,선명해요,얇아요
392,LV 5 매일이쁘게입자,남성, 165cm, 58kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 브라운],28,5,컬러감 예쁘고용~다양한곳에 잘 활용 할거 같아요~~사이즈도 저에게 잘 맞고 핏이 좋네용~~,보통이에요,보통이에요,선명해요,얇아요
393,LV 4 코코라옹,남성, 176cm, 70kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],31,5,176  69~70입니다!넣입해봣는데 허리 딱  맞아요!크롭이라 길이도 딱맞아서 수선 안합니당! 참고하세요!,보통이에요,보통이에요,선명해요,보통이에요
394,LV 5 매일이쁘게입자,남성, 165cm, 58kg,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 블루],28,5,허리 밴딩 정말 편하고요~밥 많이 먹은날도 안불편할듯색상 이쁘고 화이트 상의에 잘 어울려요~살짝 청바지 색상 같은 느낌이라고 보시면 됩니다.착한 가격도 굿,보통이에요,보통이에요,선명해요,얇아요
395,LV 5 포돌엽상,남성, 168cm, 63kg,테이퍼드 히든 밴딩 크롭 슬랙스 [다크 그레이],31,5,지금날씨에 입기 딱 좋고 신축성도 좋아서 코디하기 딱 좋네요,보통이에요,밝아요,보통이에요,보통이에요
396,LV 4 뉴비_1ecab5ad,남성, 173cm, 63kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,5,슬림하게 떨어져서 이쁘게 입고 다닐 수 있습니다.,보통이에요,보통이에요,보통이에요,보통이에요
397,LV 5 최용녀,남성, 175cm, 60kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],28,5,"데일리로 편하게 입기 좋습니다, 정사이즈입니다.",보통이에요,보통이에요,보통이에요,보통이에요
398,LV 3 Kyeong서,남성, 174cm, 72kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],31,5,32는 너무 커서 31로 했는데 그나마 괜찮은거 같아요,보통이에요,보통이에요,보통이에요,보통이에요
399,LV 4 뉴비_1a28199806f1,남성, 173cm, 80kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],33,4,봄가을에 입을수 있을 정도의 두께구요. 테이퍼드라 허벅지가 여유가 있네요!!,보통이에요,보통이에요,보통이에요,보통이에요
400,LV 5 매일이쁘게입자,남성, 165cm, 58kg,테이퍼드 히든 밴딩 크롭 슬랙스 [핑크 베이지],28,5,핑크 베이지라도 실제 색상은 다양하게 잘 어울릴듯 하고요 정말 저렴한 가격에 잘 샀네요~편안한 핏감 넘 좋고 그레이나 브라운 섞인 흰색 스니커즈류에 잘 어울릴듯해용~,보통이에요,보통이에요,선명해요,얇아요
401,LV 5 매일이쁘게입자,남성, 165cm, 58kg,테이퍼드 히든 밴딩 크롭 슬랙스 [브릭],28,5,진한 갈색이라고 보심 되고 실제 색상은 사진 보다 좀더밝은 밤색 느낌입니다~착용감 좋고 가성비 좋네요~~이쁘게 잘 입을게요,보통이에요,어두워요,선명해요,얇아요
402,LV 5 매일이쁘게입자,남성, 165cm, 58kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 브라운],28,5,컬러감 예쁘고용~다양한곳에 잘 활용 할거 같아요~~사이즈도 저에게 잘 맞고 핏이 좋네용~~,보통이에요,보통이에요,선명해요,얇아요
403,LV 4 코코라옹,남성, 176cm, 70kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],31,5,176  69~70입니다!넣입해봣는데 허리 딱  맞아요!크롭이라 길이도 딱맞아서 수선 안합니당! 참고하세요!,보통이에요,보통이에요,선명해요,보통이에요
404,LV 5 매일이쁘게입자,남성, 165cm, 58kg,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 블루],28,5,허리 밴딩 정말 편하고요~밥 많이 먹은날도 안불편할듯색상 이쁘고 화이트 상의에 잘 어울려요~살짝 청바지 색상 같은 느낌이라고 보시면 됩니다.착한 가격도 굿,보통이에요,보통이에요,선명해요,얇아요
405,LV 5 포돌엽상,남성, 168cm, 63kg,테이퍼드 히든 밴딩 크롭 슬랙스 [다크 그레이],31,5,지금날씨에 입기 딱 좋고 신축성도 좋아서 코디하기 딱 좋네요,보통이에요,밝아요,보통이에요,보통이에요
406,LV 4 뉴비_1ecab5ad,남성, 173cm, 63kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,5,슬림하게 떨어져서 이쁘게 입고 다닐 수 있습니다.,보통이에요,보통이에요,보통이에요,보통이에요
407,LV 5 최용녀,남성, 175cm, 60kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],28,5,"데일리로 편하게 입기 좋습니다, 정사이즈입니다.",보통이에요,보통이에요,보통이에요,보통이에요
408,LV 3 Kyeong서,남성, 174cm, 72kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],31,5,32는 너무 커서 31로 했는데 그나마 괜찮은거 같아요,보통이에요,보통이에요,보통이에요,보통이에요
409,LV 4 뉴비_1a28199806f1,남성, 173cm, 80kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],33,5,봄가을에 입을수 있을 정도의 두께구요. 테이퍼드라 허벅지가 여유가 있네요!!,보통이에요,보통이에요,보통이에요,보통이에요
410,LV 5 Mensyo,남성, 175cm, 77kg,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],33,5,무탠다드 슬랙스 가성비 좋고 입기도 편하고 만족합니다,보통이에요,보통이에요,보통이에요,보통이에요
411,LV 3 팔각산의고수박선재,남성, 178cm, 73kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],32,5,색감 좋구요 길이 너비 전부 딱 맞습니다 다른 바지들 사면 조금씩은 자르는데 이건 안자르고 입고 있습니다.,보통이에요,보통이에요,보통이에요,보통이에요
